<Comprimento de Onda>	<Intensidade>
1007.07	-0.041
1007.23	-0.041
1007.40	-0.034
1007.56	-0.031
1007.73	-0.043
1007.90	-0.039
1008.06	-0.085
1008.23	-0.037
1008.39	-0.017
1008.56	-0.033
1008.73	-0.053
1008.89	-0.078
1009.06	-0.050
1009.22	-0.044
1009.39	-0.037
1009.56	-0.055
1009.72	-0.026
1009.89	-0.038
1010.05	0.002
1010.22	-0.025
1010.38	-0.048
1010.55	-0.061
1010.72	-0.022
1010.88	0.014
1011.05	-0.015
1011.21	-0.044
1011.38	-0.049
1011.54	-0.063
1011.71	-0.037
1011.88	-0.091
1012.04	-0.010
1012.21	-0.033
1012.37	-0.023
1012.54	-0.027
1012.70	-0.037
1012.87	-0.008
1013.03	-0.056
1013.20	-0.046
1013.37	0.013
1013.53	0.012
1013.70	-0.064
1013.86	-0.008
1014.03	-0.051
1014.19	-0.051
1014.36	0.003
1014.52	-0.024
1014.69	-0.020
1014.85	-0.016
1015.02	-0.062
1015.18	0.002
1015.35	-0.001
1015.51	-0.081
1015.68	-0.020
1015.84	-0.042
1016.01	-0.043
1016.17	-0.030
1016.34	-0.013
1016.51	-0.065
1016.67	-0.085
1016.84	-0.043
1017.00	-0.014
1017.17	-0.074
1017.33	-0.007
1017.50	-0.052
1017.66	-0.040
1017.83	-0.096
1017.99	-0.057
1018.15	-0.064
1018.32	-0.019
1018.48	-0.027
1018.65	-0.016
1018.81	-0.003
1018.98	-0.039
1019.14	-0.042
1019.31	-0.076
1019.47	-0.074
1019.64	-0.121
1019.80	-0.091
1019.97	-0.069
1020.13	-0.080
1020.30	-0.012
1020.46	0.023
1020.63	-0.128
1020.79	-0.037
1020.96	-0.001
1021.12	-0.041
1021.28	-0.000
1021.45	-0.037
1021.61	-0.047
1021.78	-0.021
1021.94	0.009
1022.11	-0.016
1022.27	-0.035
1022.44	-0.095
1022.60	-0.018
1022.76	-0.089
1022.93	-0.059
1023.09	-0.030
1023.26	-0.085
1023.42	-0.063
1023.59	-0.028
1023.75	-0.054
1023.91	-0.107
1024.08	-0.048
1024.24	-0.038
1024.41	-0.008
1024.57	-0.083
1024.74	0.053
1024.90	-0.082
1025.06	-0.112
1025.23	-0.031
1025.39	-0.019
1025.56	-0.109
1025.72	-0.060
1025.88	-0.001
1026.05	-0.057
1026.21	-0.083
1026.38	-0.050
1026.54	-0.104
1026.70	-0.059
1026.87	-0.088
1027.03	-0.095
1027.20	-0.073
1027.36	-0.023
1027.52	-0.056
1027.69	-0.088
1027.85	0.011
1028.01	-0.079
1028.18	-0.011
1028.34	-0.047
1028.51	-0.066
1028.67	-0.123
1028.83	-0.111
1029.00	-0.024
1029.16	-0.055
1029.32	-0.061
1029.49	-0.003
1029.65	-0.105
1029.81	-0.143
1029.98	-0.085
1030.14	-0.072
1030.31	-0.035
1030.47	0.016
1030.63	-0.114
1030.80	-0.068
1030.96	-0.037
1031.12	-0.037
1031.29	-0.057
1031.45	-0.060
1031.61	-0.026
1031.78	-0.032
1031.94	-0.046
1032.10	-0.073
1032.27	-0.024
1032.43	0.005
1032.59	-0.050
1032.76	-0.063
1032.92	0.038
1033.08	-0.159
1033.25	-0.036
1033.41	-0.029
1033.57	-0.118
1033.73	-0.086
1033.90	-0.060
1034.06	-0.156
1034.22	-0.080
1034.39	0.008
1034.55	-0.005
1034.71	-0.151
1034.88	-0.033
1035.04	-0.163
1035.20	-0.087
1035.36	-0.047
1035.53	-0.067
1035.69	-0.054
1035.85	-0.099
1036.02	-0.105
1036.18	-0.049
1036.34	-0.051
1036.50	-0.107
1036.67	-0.071
1036.83	-0.017
1036.99	-0.070
1037.16	-0.055
1037.32	-0.100
1037.48	-0.012
1037.64	0.006
1037.81	-0.053
1037.97	-0.065
1038.13	-0.031
1038.29	-0.022
1038.46	-0.089
1038.62	-0.127
1038.78	-0.115
1038.94	-0.098
1039.11	0.036
1039.27	-0.056
1039.43	-0.113
1039.59	-0.167
1039.76	-0.140
1039.92	-0.008
1040.08	-0.044
1040.24	-0.081
1040.41	-0.097
1040.57	-0.063
1040.73	-0.024
1040.89	-0.086
1041.05	0.018
1041.22	-0.187
1041.38	0.029
1041.54	-0.093
1041.70	-0.016
1041.87	-0.056
1042.03	-0.139
1042.19	-0.027
1042.35	-0.016
1042.51	-0.041
1042.68	-0.029
1042.84	-0.093
1043.00	-0.056
1043.16	-0.028
1043.32	-0.125
1043.49	-0.087
1043.65	-0.064
1043.81	-0.131
1043.97	-0.096
1044.13	-0.045
1044.30	-0.042
1044.46	-0.187
1044.62	-0.026
1044.78	-0.078
1044.94	-0.066
1045.11	0.068
1045.27	-0.174
1045.43	0.014
1045.59	-0.105
1045.75	-0.131
1045.91	-0.241
1046.08	-0.154
1046.24	-0.093
1046.40	-0.065
1046.56	0.010
1046.72	-0.000
1046.88	-0.160
1047.05	-0.139
1047.21	-0.084
1047.37	-0.120
1047.53	-0.121
1047.69	-0.064
1047.85	0.057
1048.01	-0.079
1048.18	-0.167
1048.34	-0.000
1048.50	-0.069
1048.66	-0.096
1048.82	-0.174
1048.98	-0.046
1049.14	-0.089
1049.30	-0.142
1049.47	-0.027
1049.63	-0.057
1049.79	0.021
